game,unique states after 1000 moves
388,234
389,233
390,228
391,264
392,375
393,378
394,387
395,378
396,408
397,367
398,375
399,396
400,334
401,384
402,372
403,376
404,410
405,226
406,232
407,222
408,223
409,217
410,214
411,221
412,226
413,232
414,229
415,219
416,228
417,222
418,237
419,230
420,206
421,212
422,407
423,392
424,365
425,353
426,369
427,364
428,315
429,391
430,353
431,359
432,375
433,398
434,380
435,356
436,371
437,373
438,331
439,316
440,398
441,385
442,375
443,318
444,286
445,385
446,307
447,249
448,379
449,375
450,368
451,400
452,361
453,296
454,236
455,226
456,231
457,217
458,417
459,346
460,386
461,385
462,393
463,334
464,392
465,388
466,392
467,379
468,359
469,380
470,371
471,385
472,347
473,414
474,391
475,343
476,390
477,376
478,327
479,385
480,375
481,379
482,335
483,376
484,372
485,333
486,376
487,361
488,392
489,327
490,357
491,381
492,398
493,387
494,389
495,373
496,363
497,384
498,376
499,370
500,381
501,385
502,355
503,380
504,281
505,366
506,335
507,378
508,353
509,331
510,358
511,370
512,322
513,402
514,229
515,215
516,222
517,219
518,228
519,215
520,240
521,224
522,236
523,225
524,245
525,210
526,211
527,210
528,223
529,238
530,225
531,232
532,208
533,232
534,243
535,235
536,426
537,363
538,384
539,375
540,400
541,389
542,356
543,378
544,421
545,382
546,386
547,341
548,347
549,331
550,381
551,236
552,223
553,221
554,224
555,217
556,236
557,207
558,220
559,233
560,218
561,216
562,228
563,220
564,235
565,224
566,234
567,207
568,211
569,222
570,229
571,224
572,229
573,224
574,222
575,232
576,222
577,224
578,225
579,230
580,229
581,308
582,366
583,397
584,384
585,377
586,406
587,358
588,415
589,394
590,385
591,465
592,239
593,222
594,234
595,400
596,246
597,246
598,228
599,222
600,241
601,232
602,232
603,239
604,230
605,212
606,222
607,228
608,221
609,223
610,234
611,221
612,223
613,237
614,225
615,217
616,235
617,214
618,230
619,209
620,235
621,198
622,232
623,228
624,469
625,362
626,389
627,368
628,389
629,383
630,368
631,385
632,377
633,356
634,379
635,389
636,405
637,389
638,397
639,369
640,333
641,393
642,391
643,385
644,413
645,224
646,213
647,372
648,386
649,379
650,375
651,378
652,360
653,390
654,355
655,368
656,382
657,336
658,316
659,403
660,366
661,353
662,354
663,354
664,362
665,345
666,376
667,368
668,358
669,386
670,337
671,370
672,346
673,394
674,345
675,388
676,382
677,357
678,330
679,377
680,386
681,381
682,395
683,383
684,355
685,352
686,372
687,347
688,369
689,359
690,412
691,321
692,380
693,355
694,366
695,371
696,372
697,372
698,378
699,277
700,340
701,384
702,347
703,359
704,391
705,359
706,384
707,381
708,365
709,355
710,370
711,345
712,403
713,364
714,390
715,338
716,369
717,397
718,396
719,390
720,379
721,377
722,371
723,363
724,386
725,372
726,386
727,378
728,301
729,400
730,403
731,367
732,359
733,422
734,289
735,398
736,384
737,363
738,356
739,398
740,351
741,321
742,383
743,346
744,363
745,364
746,339
747,386
748,233
749,229
750,225
751,218
752,218
753,238
754,210
755,228
756,233
757,217
758,214
759,217
760,229
761,222
762,230
763,222
764,236
765,224
766,415
767,322
768,440
769,212
770,202
771,209
772,343
773,365
774,292
775,357
776,382
777,373
778,380
779,361
780,385
781,335
782,331
783,297
784,363
785,337
786,366
787,356
788,370
789,369
790,379
791,371
792,374
793,369
794,391
795,376
796,376
797,305
798,390
799,385
800,373
801,377
802,361
803,363
804,398
805,360
806,375
807,379
808,381
809,248
810,328
811,222
812,209
813,229
814,379
815,372
816,292
817,366
818,416
819,223
820,247
821,222
822,208
823,228
824,219
825,229
826,427
827,343
828,359
829,359
830,366
831,355
832,378
833,324
834,381
835,364
836,405
837,363
838,441
839,286
840,331
841,299
842,392
843,355
844,385
845,391
846,445
847,210
848,211
849,220
850,231
851,235
852,227
853,216
854,419
855,368
856,354
857,326
858,405
859,345
860,393
861,271
862,232
863,429
864,362
865,365
866,364
867,386
868,393
869,372
870,346
871,385
872,343
873,242
874,367
875,343
876,367
877,395
878,310
879,363
880,404
881,224
882,216
883,207
884,221
885,218
886,231
887,224
888,223
889,227
890,231
891,225
892,226
893,226
894,221
895,228
896,342
897,366
898,351
899,362
900,379
901,333
902,394
903,373
904,404
905,427
906,226
907,221
908,233
909,231
910,206
911,224
912,247
913,382
914,364
915,346
916,362
917,361
918,370
919,335
920,376
921,372
922,390
923,389
924,389
925,398
926,372
927,385
928,385
929,296
930,374
931,415
932,368
933,317
934,407
935,352
936,412
937,359
938,381
939,331
940,364
941,381
942,406
943,347
944,337
945,265
946,352
947,406
948,342
949,373
950,333
951,265
952,223
953,218
954,242
955,227
956,206
957,225
958,229
959,351
960,311
961,353
962,351
963,376
964,342
965,372
966,371
967,381
968,380
969,338
970,366
971,324
972,414
973,303
974,392
975,313
976,372
977,350
978,409
979,387
980,393
981,367
982,375
983,319
984,357
985,339
986,319
987,376
988,394
989,363
990,226
991,230
992,234
993,229
994,233
995,203
996,221
997,198
998,214
999,223
